target,text
4,"@allaboutenergy  No I dont think so ! A great day to you, and I am glad that you are here.  www.10478.vgb.no"
0,It' over!  I want to got back to Friday and start over.. Now the 7 hour ride home..
0,Driving back to work now.  totally lame.
4,@Jzizzle07 hey i just got home  whatcha up to?
0,Feeling like he was jinxed by Aleksandra... I hadnt had my share of seasonal allergies up to this morning... Hello Anti-histamin 
0,My throat hurts real bad 
0,sittin in @yatescakes room... no knockage...   where for art thou...can sombody tell me how to get...how to get to sesame  streeeeeet lol
4,@kalmichael Me three! I R off that day too!   :: So excited!!! ::
4,"@johnnybeane Sorry, I don't know too many brands of beer.Though I thought it might be a type of brew. Just pulling your leg a bit. ha ha "
4,@glennbeck Happy your safe back home.....great road trip....bet your pooped  less than 5 seconds ago
4,Aye-woke up extremely hungry.. What should I have for breakfast?  good morning* tweeties.
4,I am enjoying Backstreetboys' music. They are a great band 
0,"You know you from Philly or the surrounding area when you dont say &quot;Boy&quot;, you say &quot;BOL&quot;. lol I left MD before I could learn slang. "
0,I hate my allergies! I sound like a little kid all sniffly. 
0,@NeonBlueTornado i made a video of me pretending to be a science nerd.... then im not fucked to edit it.. 
4,"Listening to music, trying to forget that my grandma is here, and catching something to eat "
4,With my new supershort hair. Ready for the summer! 
4,&quot;hey man listen ... you can't pour syrup on shit and call it pancakes&quot; - one of my favorite quotes ever 
4,@beckers_ I will give the Maccabees ago later!! I love summer tunes 
0,@thisisbree Her broody status is rubbing off. 
4,It's hot out here...gettin a nice tan though  then going back in to find some stuff for eBay . Btw headaches suck.
4,rt @Adrienne_Bailon SHOUT OUT TO @Silentbx 
0,Im quite bored and my iPhone update is delayed until tomorrow 
0,"@taylorswift13 I was supposed to see you on the 6th, but tickets sold out just as I was going to buy them!! "
0,has a hurt knee... going to the DR this morning... 
4,@Mikelangren yeah normally i do when im out with my older cousins but my parents are just stricted! But im a junior! CLASS OF 10! 
0,"Ugh, so tired  That freaky global warming ad just came on lol. I don't liiike."
0,i pass the exam with standard score -.- damn!!! i'm totally stressed right now 
0,&quot;Officially Missing You&quot; by Tamia always brings memories when I hear it 
0,"@The_Marmalady I was interested, but just not with the shipping cost...  "
4,Mother's Day in Sweden today! 
0,Why does Time of Your Life always come on when I start feeling ugh? My face hurts.  
4,"Bloody knackered! And still got two hours to go. Still, last shift tomorrow then a whole week off "
4,cleaning the house then hitting the pool 
0,Shit forgot my bio books! 
4,Shoot today  soooo early!
0,gonna miss britains got talent  so want julian smiths album
4,@espeisofficial handle it!  
0,oh I just love early mornings. 
4,oh my goodnesss! meeh and  sydneh gett  to hang tonight 
4,i want chips 
4,@pavanaja sorry man! can't burn any s/w bits for anyone. maybe someone in blr office can help u download.. @vinodk_sql is helpful 
0,ugh is in school this morning 
4,"@Terry_Allison pesky customers.. if it weren't for them, we'd get a lot more done "
4,"@cultofdusty Wow, kudos to you indeed. I really enjoy vegan food myself although I haven't taken the step. Indian food is so flavorful "
0,I miss Death From Above 1979 
4,"For all my friends who are Mavs fans, I have just 4 words 4 u....I TOLD YOU SO! That's all I'm gonna say! Haha! "
4,@ItsChelseaStaub u deserve it 
4,hey twitter. i'm having fun 
0,I freakin hate when we argue. This is not how i expected the night to end  Good night twitter....
0,...Thrilled. 
4,@gavinmikhail find you  yay!
4,first bonfire this year 
0,absolutely shattered after a hard days work .. ans still more work to do later 
0,@NatalieGrant I couldn't find any hot tamales at the store this week. I had to settle for mike and ikes. Bummer! 
0,@VANESSABUDDAY Unfortunately. 
0,cold morning- sleepless night 
0,@mcmaddison its too long for twitter and i dont wanna post it here 
0,Not really pumped for this weekend.  Working a lot.  Rents leave for Cali on Sunday...which means no decent meals for a week. Bummer 
0,i need mah girls 
0,hates running officially! 
0,How unfair life can be... 
0,@BigZero Where is there a meet I didn't have to plan and why am I not invited? *SADFASE*   
4,Just got invited to listen to a nearby garage band!  good times im sure.
4,@emeraldkreshe ur right man! Thanx 
0,Trying to play the xbox 1 vs 100 but it is stuck at the &quot;Please Wait&quot; screen...I've restarted multiple times too 
0,gave herself a second degree burn..  big surprise
4,http://twitpic.com/5v5xj - @demifan_danix3 aw thank you ! 
0,"When I say its hot at this golf course, I mean its HOT!  My tan gonna be crazy this summer!!  Oops my agency doesn't want me to tan "
0,&quot;Happiness can be found anywhere in any situation if you search hard enough for it&quot; -Kate Gosselin 
4,@BigDaws havent had lunch and now craving for bangers n mash!!! is that answer ur question daddy!! 
4,#haveyouever used Twitter updates with video? http://tiny.cc/nzV5B That's Twiddeo 
0,@kimdickerson i looked everywhere too! but sadly I don't think they are doing the concert series like last year. tough times i guess. 
4,thinks its great to twitter when your sitting right next to the people getting them ha ha ha 
4,I'm in my car going home... Does service was amazing!!! God bless all.. 
0,@alanweatherbee Indeed it is! i forgot they changed the airdate to Saturday until seeing your tweet 
4,"looking forward to many, many things "
4,@MarcBannerman male chauvinistic pig  ;-D that's not how MY siralun thinks 
0,@kevinpollak who are your guests tonite - missed last week w/holiday  
4,I hope i ruined both of your lives friday night 
0,I miss you i miss you smile 
4,@AaronStrout LOL..@bethggwaz &amp; I were just discussing the posters on our walls as teens...Rick Springfield -&gt;Nom!  LOL!!!
4,@MaheshKukreja You too sweetie 
4,@deemanuk oh shit... better get some fries- or I guess chips right? 
4,YAY grad in only 3 days..... yet we have only begun and now ill miss alot of ppl.  byee my peeps!!!!! never forget you  
0,@prezisupport is the prezi site down? Can't acces it 
4,"@cathy_cochina40 hello  how are we?? hmm yeah after 12 hours at the airport than 6 hours on the plane, jeepers!"
4,http://twitpic.com/6919g - I'm the one on the right 
4,@mommydearest hi! 
4,@followyourlead_ you can't have less than me so don't feel bad 
4,@hnrxmcrlover No I'm not actually D: but it's MCR. 
4,@Billy3G All the cool people were #herebeforeoprah 
4,"Oh Hi there, Oh look at the time, Bye there "
4,@MicheleSmith32 Go Wash!    I went up to help Mom with dinner for a few minutes.  Glad I did.  I was a bad omen for wash earlier.  GO UW!!
0,Feeling a little under the weather  hopefully it will pass soon!
0,watch me wake up at 3 now 
0,@lexiphanic Awww too cute my lil Greggles.  Miss you too.  We didn't have a final Feist dance 
0,no one is on MV anymore 
0,"@fionaaa_ YEEEAH :'D lmao, dentists aren't nice  espesh after they decide your too old for goodie bags with stickers &amp; awesome toothpaste"
4,"@ilyasoloviev WOW you remix of &quot;Crystal Source&quot;. just WOW, amazing mix! "
4,Just got sent home from school for being to far ahead despite missing 3 weeks of school. Woot. 
0,@mismile My mom isn't home 'til tomorrow  I would love to snuggle with my mom today!!
4,@gronical oew. Elsje. 
4,@simoncurtis I just finished watching &quot;Spectacular&quot;  Your amazing in it!
4,OHMYGOD. I can google myself 
0,is stuck at work on what looks like being another gorgeous day 
4,Want to gain followers? Ask #Trendall to look after your account for a week and see the masses join 
0,I hate damp days.  Arthritis giving me jip!  I can hardly walk.  I feel 87 not 27! 
0,Well that's the last of the Fabs gone 
4,It's definitely a small world! 2 days til Italy 
4,@ocube hej.... is it the white one? eheheh iLoving it 
4,"@Exxx tsk - I just hoose the Amazon reviewer who is the most sycophantic - not enough gush, and its clearly not worth buying "
4,is listening to his brother play the solo of Sweet Child Of Mine  http://plurk.com/p/ukuqj
4,@Music_Is_Free Please! Would love your input 
0,@donniewahlberg not feelin the love ddub  thx for rubbin' salt in the wounds...as my 2 year old would say...&quot;owwie&quot; 
4,Good Morning fellow twitters 
4,@middleclassgirl haha.. definitive..  are you wearing red lipstick? 
0,"@vickixashton i have.. 19 days left, and.. I Have 10 exams left! "
0,@chrisdejabet http://bit.ly/KDkvO  twitter can't tell time  #getoffmylawn
4,2 words. PARANOID~JONAS 
0,Yeah...I don't know if I'm going back to sleep... This ain't cool.  I only slept like 4 hours. 
0,I have a slight head ache 
4,@pilatesmommy NO! I hate the bag of junk. Do not waste your money on the little plastic garbage  and sending home with candy is EVIL lol
4,Just got home from a very long day... Now it's time for some sleep 
0,"Leon just got up, really want to go back to sleep bit have to get up and go to the high school "
0,@KourtneyKardash I need get my beach bod back 
0,Correction us = sad. Told you I am not awake. 
4,&quot;but this empty bedroom won't make anything right&quot; 
0,"All of it felt like a dream, and i didn't want it to end "
0,@pinguprue awwwwwwwwww Nooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo!!  thats awful 
4,@StephieMay If you're happy and you know it...clap your hands 
0,Probably my favorite thing about lbk is how many stars I can see from my front yard. Wish I had someone to sit out here with me. 
4,"@parano998 keine sorge, exchange synct 1a! Synce meins ja mit der Firma und google per imap und caldav (3.0beta) "
0,There was no one in the building last night  No guests...no breakfast   Oh well...today we have guests...so tomorrow there shall be food
0,needs to study for my her IELTS exam.. kakapoy!!!  http://plurk.com/p/125ibc
4,thinks the triple M breakfast show needs to be more entertaining 
0,Two funerals in one week!!! SAD 
4,-currently updating my facebook and friendster accounts.yikes! 
4,"Oh, Grant Lee Phillips, how you improved the #GilmoreGirls with your troubadourness.  The world needs more ppl singing on the street."
0,greeeat 
0,"5,00 am ..... cant sleep! Kind of sick! "
0,Really sick! 
4,MARY- gutan wuhh? o_O CARA- LMAO HI!  ROSE- good  DUCKY- helloooo!
0,@RosevilleRockLn i fcuked up and celebrated a little too much over the winter time so i need to cut back during OUR birthday month. 
0,Twice baked potatoes were too old.   Oh well. I'll just make some mashers later this week. #Squarespace
4,Mmm roses strawberry dreams. Delish 
0,i have a baaaaad headache!!    
4,I love my new man.  big arms and a big heart to match.
4,@bit101 I really hated Life on Mars. Which is strange cos I really like the 70s  Just seemed to take itself a bit seriously.
0,@theroser I don't get to see you guys this time around. 
0,Still working on a gigantic proposal. Just realised that there are sections still outstanding. Will need extra effort this weekend. 
4,watching rhys darby on the tv. hes soooo fucking funny  and kinda cute in a nerdish way
0,@lunacyxx Oops I meant to do a sad face: 
0,"@iamthecommodore yo, where have you beeen?! I misss yo face "
4,omg! luv it! @blogdiva:  @gapingvoid i love you just for that hashtag  #AssholeMarketingBuzzword
